,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis,U,Ux,Probability
15384,41587,U,16037B,20122.23802082,6.6e-05,+00000-0,+41499-3,0,999,6,19.1937,192.615,0.690535,301.6332,9.079,2.80040347,3676,2,30852.69709367986,21259.63574983356,0.5116146227100924,0.20111003478172634,1.264628777518954e-07
15390,41593,U,16039C,20121.87597409,1.456e-05,+00000-0,+35552-3,0,999,5,5.6152,187.7718,0.7254159,266.4783,16.1653,2.31528501,3253,3,37317.219965070304,24134.21907800206,0.3662230317605073,0.18004606284300317,2.8088933304874954e-07
15391,41594,U,16039D,20121.99821696,3.209e-05,+00000-0,+14072-2,0,999,8,5.8013,122.4493,0.6921732,39.5791,354.5435,2.72523422,3548,9,31703.697012875462,21648.79202589495,0.3472054727444385,0.152899538225108,3.5730555267638236e-07
15418,41635,U,16043B,20122.19767811,5.489e-05,+00000-0,+59127-4,0,999,4,74.9725,266.4423,0.0119656,289.0979,69.7316,15.55356193,21645,7,5554.99765191085,6778.750490421657,1.2171460908675276,0.011965323182157176,9.560402778816962e-06
15419,41641,U,08067M,20122.43302568,1.078e-05,00000-0,68290-3,0,999,9,64.505,243.6848,0.5854100999999999,12.1113,357.3773,4.18100909,5974,8,20664.867772387453,16274.793352883058,1.2255844767921058,0.07385599416274669,4.485885808840521e-07
15420,41642,U,08067N,20107.3963845,4.291e-05,00000-0,13300-2,0,999,1,64.8901,229.2188,0.5811976,359.2361,0.1099,4.29650366,6049,4,20109.374234770232,15981.815032237833,1.2310099465889697,0.1209973423783381,2.817283478568277e-07
15441,41677,U,07052J,20122.01612889,4.25e-06,+00000-0,+32876-3,0,999,1,64.9319,319.6359,0.5712385,339.1272,4.7696,4.37054366,8966,2,19768.707676060603,15800.80628356777,1.2284569019865732,0.02667349446740516,1.2968709428434776e-06
15442,41679,U,07052L,20118.56849735,0.00019794,00000-0,83261-2,0,999,2,64.2279,331.343,0.5736081999999999,9.5026,357.9541,4.38972631,8886,6,19682.320467947353,15754.740766242996,1.2181223660893308,0.10168564334761111,3.407894715520681e-07
15444,41683,U,07052Q,20105.71830168,0.00295815,00000-0,30351-1,0,999,1,63.6906,309.027,0.5541151,29.6022,352.7477,4.77875963,8955,6,18080.005417640146,14887.648275047395,1.2046267963370334,0.1510799190272637,2.480666527602713e-07
15445,41686,U,07052T,20120.57192536,0.00013574,00000-0,63312-2,0,999,9,64.2213,332.8694,0.5745631,10.6744,357.6966,4.36840612,8878,0,19778.380861713467,15805.960276533531,1.2182292227120461,0.09602624572429036,3.59172995136239e-07
15493,41749,U,16053C,20122.08828574,1.81e-06,00000-0,12300-3,0,999,8,6.1766,293.1896,0.7237066999999999,210.4401,73.1515,2.3214136,3102,5,37218.7015704569,24091.723737910255,0.3630112726778588,0.1615198618749569,2.829940349579001e-07
15494,41750,U,16053D,20121.83945326,6.591e-05,00000-0,23438-2,0,999,1,6.0887,233.1055,0.6970549,330.0534,4.0196,2.66889346,3368,7,32372.967034809997,21952.402944777758,0.35379116014645096,0.16229955258025602,3.201050927273891e-07
15496,41768,U,06062J,20120.9065511,0.00012527,+00000-0,+47700-2,0,999,9,64.1814,90.7601,0.5753259000000001,354.3497,1.1986,4.37012565,5595,8,19770.598586793494,15801.813850286764,1.217890964089741,0.10753060942686864,3.2089136170771463e-07
15515,41795,U,16060C,20122.16377612,7.43e-06,+00000-0,+21792-3,0,999,7,5.9808,311.14,0.7194396,204.2354,89.7843,2.39374599,3053,8,36094.05524267844,23603.922581444713,0.3672134923745361,0.18193817773323803,2.706082952856985e-07
15516,41796,U,16060D,20122.17537713,0.00304853,-34813-6,+58885-2,0,999,6,6.6274,42.9141,0.60532,9.9356,358.0137,4.0509472,4157,8,21328.345133701077,16621.306917871854,0.3406350188340448,0.1966413965931204,3.54842126590537e-07
15520,41806,U,06062L,20121.80293796,4.57e-06,00000-0,30159-3,0,999,0,63.9852,121.6572,0.5879772,2.7473,359.4218,4.12903064,5649,1,20925.00819998759,16411.092258429464,1.2177528151977357,0.054687231035698655,5.970789799087347e-07
15521,41807,U,06062M,20121.29419764,1.935e-05,00000-0,13333-2,0,999,5,64.6935,80.6821,0.5694781999999999,337.3877,5.1681,4.410856,5925,9,19588.034612782645,15704.38634727696,1.2242217660370263,0.05484207325922825,6.356239325526406e-07
15522,41811,U,06062R,20120.99346973,6.021e-05,00000-0,16302-2,0,999,7,64.7071,11.4495,0.5268255000000001,332.043,7.6388,5.14838394,6271,7,16781.96517721248,14166.272975096756,1.2130722518657464,0.1083240760587164,3.721474120115492e-07
15537,41837,U,16064B,20121.95034288,0.00022082,+00000-0,+19758-2,0,999,1,22.7558,355.2581,0.7096971,49.2664,353.4328,2.54081773,3118,1,34004.80049389454,22684.04759570583,0.5694875536973006,0.2008097088557575,1.0871704922562833e-07
15539,41839,U,16065B,20122.16842446,0.00017693,+36347-6,+60880-3,0,999,5,19.3443,167.4765,0.6340236,211.4845,86.5541,3.60767625,4219,3,23948.933887845396,17956.34133837771,0.497407050119609,0.19606732631205273,1.6125089733050833e-07
15567,41870,U,16072B,20122.41935908,0.00016775,00000-0,69377-3,0,999,3,16.9385,98.7249,0.5370967,78.8027,334.5774,5.09847164,4480,5,16946.25489767361,14258.57810011832,0.42896147821112857,0.16727107205252503,2.619061667384553e-07
15587,41896,U,16080A,20122.1862573,1.36e-06,+00000-0,+16016-4,0,999,0,31.3216,168.4766,0.7024815999999999,134.6885,310.2157,2.53850026,3115,7,34035.84445565508,22697.851442839932,0.6901748817317074,0.07333675938942223,2.6820067963783265e-07
15588,41897,U,16080B,20121.1589927,0.00013805,+42663-6,+61520-3,0,999,2,31.3542,64.3929,0.6667488,301.434,10.1984,3.13430744,3516,9,27565.898257893932,19721.585571929132,0.696536797163988,0.2008771158513149,1.2189744768451163e-07
15595,41905,U,16082C,20121.62120227,1.669e-05,+00000-0,+48631-3,0,999,1,6.8324,53.8778,0.7223742,138.4831,308.1439,2.35691432,2850,5,36658.099646150906,23849.193322310657,0.3743412369802355,0.1829939048532357,2.365210962355994e-07
15596,41906,U,16082D,20122.44325848,0.00836856,-54809-6,46110-2,0,999,5,6.1435,198.444,0.5002269,213.457,101.5966,5.79605982,3732,1,14906.67844763548,13090.241272723004,0.2990879486506699,0.18526306107122298,5.102677651242139e-07
15618,41943,U,17006B,20122.29530256,0.00055931,20417-6,13176-2,0,999,7,5.2761,97.9733,0.680791,294.128,11.1524,2.95285192,3140,4,29259.848560235285,20521.4689610886,0.36277143585667293,0.21328946146678088,3.187460758912002e-07
15621,41946,U,17007C,20122.12141932,1.301e-05,+00000-0,+47449-3,0,999,5,3.4458,165.7772,0.7264334,70.8756,350.2852,2.29867966,2683,6,37586.79449923876,24250.307805459797,0.35429188005531437,0.1758764919067113,4.496164337891761e-07
15622,41947,U,17007D,20122.08359123,6.415e-05,00000-0,16277-2,0,999,9,3.6831,124.5952,0.7079278,145.2608,293.7964,2.5371821,2829,2,34053.527336488776,22705.71234483563,0.3486796138842664,0.17499272799065715,4.592851233762356e-07
15728,42061,U,17012A,20122.66582699,5.136e-05,00000-0,69227-4,0,999,7,96.9297,121.4185,0.0016561,144.119,216.1182,15.58095993,18013,6,5545.229587147779,6770.801528791487,1.496644819478703,0.001129136479940754,0.00012141340416999279
15731,42071,U,17014B,20122.39312722,0.00086648,45830-6,97381-3,0,999,2,22.2799,245.7323,0.6231063,104.3233,328.4097,3.79565455,3157,8,22762.872348327906,17358.483102373793,0.5414826457488747,0.2074534312223108,1.5250236610545529e-07
16061,42433,U,17017B,20121.84166027,3.375e-05,+00000-0,+34733-3,0,999,3,25.6714,240.477,0.7079483,259.4301,20.6794,2.55980568,2822,9,33752.56203041162,22571.732345460954,0.6136730862003732,0.19699227409159858,1.0742691099026867e-07
16082,42469,U,10057BJ,20121.21828035,3.23e-06,00000-0,94554-3,0,999,1,20.6197,61.8387,0.7228344,4.2909,359.4066,2.27876024,5996,9,37915.35348185644,24391.422851058174,0.5181412063425529,0.06285691158488385,3.1129012330276065e-07
16089,42477,U,12008AM,20121.5330481,2.566e-05,+00000-0,+44280-2,0,999,4,19.9466,279.464,0.7083151999999999,187.1425,150.9669,2.46085246,4885,5,35109.78468006164,23172.835203028695,0.503806119837451,0.06436405990303616,3.295213216521346e-07
16247,42663,U,17018B,20121.99435399,1.537e-05,00000-0,32916-3,0,999,5,20.8795,335.8896,0.7410036,157.5552,268.8595,2.12932941,2288,3,40576.15491254592,25519.62699928006,0.5474807312491017,0.19207136451145237,9.938543838999336e-08
16266,42693,U,17023C,20122.52797136,6.04e-06,00000-0,15377-3,0,999,0,3.8,285.2187,0.7258031,1.6772,359.723,2.30552198,2507,7,37475.24454310342,24202.304056318557,0.3550246402863262,0.17451236255042332,4.1302368496896164e-07
16267,42694,U,17023D,20122.14243327,0.00015365,00000-0,26959-2,0,999,4,3.4494,218.1048,0.6784963,133.5131,307.8247,2.9355053,2780,5,29432.752173876164,20602.23380655161,0.33810579056475315,0.17582872929048854,5.475238155489475e-07
16277,42739,U,17028B,20121.52285137,6.63e-06,00000-0,21515-3,0,999,4,31.4873,269.1961,0.7245811,43.1123,354.846,2.31741494,2460,6,37282.921805967126,24119.42901348793,0.7083749643660687,0.17020937648446668,1.0776344703851527e-07
16280,42742,U,17029C,20121.98374081,-2.3e-07,00000-0,-13059-4,0,999,3,6.3091,357.6257,0.7247680000000001,323.1863,4.3712,2.29116488,2434,6,37710.075234742595,24303.304501773502,0.35741472112851563,0.13851094234663652,3.139741168904451e-07
16281,42743,U,17029D,20121.97256089,1.349e-05,+00000-0,+83690-3,0,999,7,6.1317,341.5253,0.7129911,357.4715,0.4169,2.45115427,2509,2,35248.69938112871,23233.918430808742,0.35624136706613807,0.15231419776154953,3.1322871665790987e-07
16285,42751,U,17032C,20121.99949829,1.955e-05,+00000-0,+39096-3,0,999,7,49.7203,354.8449,0.4642437,154.6151,238.3335,6.20736377,6556,6,13918.952264014004,12505.414539919228,0.94995859461941,0.10376066494917836,4.347392903296094e-07
16295,42764,U,17035B,20121.06655202,0.00277109,-71869-6,66314-3,0,999,8,25.6687,75.9566,0.3920796,223.4539,98.0112,7.78941,6520,1,11091.982576344037,10748.9616857732,0.530267575372898,0.16571256123496272,3.358187909483756e-07
16326,42798,U,17037A,20122.67929026,0.00025478,00000-0,29537-3,0,999,1,97.8152,232.6446,0.019269099999999997,140.3992,221.1514,15.42422135,15746,5,5601.579362707992,6816.593425108908,1.5093621817885043,0.018514143868393527,7.40732952962004e-06
16341,42816,U,17040C,20121.98311425,2.38e-06,+00000-0,+78356-4,0,999,8,3.2086,359.8311,0.725015,309.5468,6.2098,2.3097338,2379,8,37406.90810343599,24172.873030247352,0.3500115723835022,0.16760318611758743,5.029352309761629e-07
16342,42817,U,17040D,20122.4425192,0.00028612,00000-0,43314-2,0,999,4,2.8207,303.295,0.6843351,61.0799,350.2138,2.8615365,2614,8,30193.569084301387,20955.757499192445,0.3399512680070512,0.18144588874791623,6.358079047346717e-07
16344,42819,U,17041B,20122.05535632,8.8e-07,00000-0,92447-4,0,999,9,25.3472,162.1618,0.7572489,334.1874,2.5043,1.90226029,1933,7,45419.65179749402,27512.048559795014,0.6127145491248576,0.1496020463631544,1.0620837456897892e-07
16426,42918,U,17048B,20121.86403898,7.54e-06,+00000-0,+56687-3,0,999,7,20.0404,58.9092,0.7236598000000001,163.614,246.1113,2.31796366,2281,4,37274.096005456784,24115.62241503827,0.5225991436289461,0.15635558673806124,1.3194280790164547e-07
16429,42922,U,17050B,20122.48926214,3.57e-05,00000-0,71936-4,0,999,0,24.4987,184.0797,0.0129151,29.1699,331.5963,15.32302262,14997,2,5638.574199272442,6846.573302236914,0.4254793894244758,0.008371465736224978,1.0960542568010848e-05
16431,42927,U,17050G,20122.6382333,2.272e-05,00000-0,44527-4,0,999,1,24.5272,203.3853,0.0145684,352.7724,7.0704,15.28129377,14935,5,5653.971535421899,6859.031661014021,0.42617449582886174,0.008774552980595499,1.0434206433597423e-05
16434,42936,U,17053C,20121.62189526,8.71e-06,+00000-0,+13201-3,0,999,1,49.4982,256.4646,0.5223571,276.5152,29.2124,5.26065941,5050,6,16423.796574962074,13963.986937359206,0.9616710172124812,0.12924008861041555,3.0043569232183424e-07
16439,42944,U,17057C,20122.12630357,8.09e-06,00000-0,13215-3,0,999,9,49.6741,286.5768,0.5236846,252.2055,46.023,5.23614284,4942,2,16500.69576787939,14007.540939020826,0.9649296788674255,0.12810155907264104,3.0192530349650955e-07
16446,42952,U,17059C,20121.86728325,2.36e-06,+00000-0,+26261-3,0,999,2,5.8935,130.3075,0.7250098,238.7816,31.5743,2.30879588,2169,0,37422.1042009136,24179.419209143478,0.36315821946693533,0.1663784721077504,2.864281225571576e-07
16447,42953,U,17059D,20121.91934563,0.000803,+00000-0,+58068-2,0,999,1,6.3198,69.2331,0.6893948000000001,357.9493,0.1801,2.81279072,2430,0,30716.82489054856,21197.17296895143,0.36592022882818387,0.198510159764774,2.748889678831837e-07
16460,42966,U,17062B,20122.12408343,9.11e-06,00000-0,78385-3,0,999,0,31.7495,48.9979,0.7226133000000001,336.171,2.7631,2.32749143,2166,8,37121.51154945391,24049.76462811842,0.7097925810352491,0.15144366911034948,1.2098405463521256e-07
16462,42968,U,17063B,20121.25349998,8.302e-05,+00000-0,+10440-2,0,999,5,27.7541,212.9463,0.7179118,18.2259,357.8718,2.42811491,2091,8,35583.15944775447,23380.65822695919,0.6495261450654528,0.19665456887705476,1.0050604331306161e-07
16490,43004,U,17069D,20122.24674629,0.00084013,-63054-7,80546-3,0,999,9,54.9644,294.6662,0.5168894,144.9579,263.8045,5.49279666,4484,2,15729.69205818007,13567.730528358547,1.053488454959298,0.18345572282299918,2.2481874203744535e-07
16507,43025,U,17074D,20122.12809324,1.814e-05,00000-0,45033-4,0,999,2,97.5937,254.8832,0.0094944,84.51,276.6964,15.37248508,13687,4,5620.431540532677,6831.879073243661,1.5076643167112909,0.005520066434705826,2.47198529750204e-05
16561,43089,U,17086C,20122.00813053,5.732e-05,+29153-5,+18444-3,0,999,9,50.4051,357.2124,0.21390259999999997,335.1077,15.9781,11.16193847,9490,8,7740.59095848071,8456.872985827182,0.8986690846774654,0.08928644834713227,8.508592337487872e-07
16575,43110,U,18003D,20122.44021942,1.913e-05,00000-0,37898-3,0,999,6,54.8759,289.7641,0.5663104,81.4012,335.7358,4.55154889,3789,7,18982.54903727948,15379.07031900716,1.0633590196085105,0.13468463223998894,2.5640864759009267e-07
16632,43173,U,18011E,20122.15767863,1.194e-05,+00000-0,+35887-4,0,999,9,34.9699,15.3536,0.0144534,297.5227,61.0865,15.24784038,12620,7,5666.376211107739,6869.060361604336,0.6029312984540056,0.006123202211063538,1.528791310857031e-05
16635,43176,U,18012C,20121.72884491,1.68e-06,+00000-0,+53778-4,0,999,1,22.132,338.4065,0.7599172,324.0903,3.3624,1.884674,1552,2,45843.472133642215,27682.93063537197,0.5670720279898055,0.1722801367587672,9.609737278041401e-08
16636,43177,U,18012D,20121.64134553,2.68e-06,00000-0,16760-3,0,999,0,21.7558,337.2039,0.755444,328.2601,3.0343,1.92938348,1560,2,44781.144285531045,27253.59850130139,0.5576012176845657,0.15915664416123992,1.0643089288144935e-07
16637,43179,U,18013B,20121.99631463,0.00013034,+00000-0,+23221-2,0,999,7,24.5102,76.6714,0.7858589,168.3062,237.7427,1.61052275,1211,3,53647.17760118571,30741.494815856535,0.6188858191119968,0.21273087082533168,6.59122641456607e-08
16662,43209,U,18018C,20122.44223916,0.00285584,25758-6,89535-3,0,999,2,54.9107,273.5009,0.4462139,156.8658,231.981,6.77144678,4397,7,12759.459360322995,11800.90310285757,1.0334531561155544,0.177074230299977,2.818662326796456e-07
16672,43229,U,18023B,20122.36039204,0.00033478,25248-6,44508-3,0,999,4,26.8645,178.2287,0.5700308000000001,133.8385,290.3468,4.61113056,4046,5,18737.270366944456,15246.305274983808,0.5974753379577132,0.1926485581416869,1.8469385712155236e-07
16673,43230,U,18023C,20122.0979426,0.00893294,-41895-6,51897-3,0,999,2,26.8679,44.694,0.4014203,357.2291,1.0996,7.64451632,3663,3,11302.219314249565,10884.359623683984,0.5537514095897099,0.17407940999767524,3.1402005793888017e-07
16685,43247,U,18029C,20121.82827297,5.017e-05,+00000-0,+53162-3,0,999,4,54.9165,313.7805,0.5599721,64.31,342.4103,4.68578872,3515,7,18438.731484248397,15083.927014012752,1.0629674291781324,0.15233410004930908,2.331850989553713e-07
16708,43273,U,18033C,20122.04189466,8.315e-05,00000-0,20502-2,0,999,7,2.882,345.8907,0.6907103,173.3829,205.4538,2.76257263,1911,5,31275.195830778932,21453.282626463504,0.33828012126412343,0.17071988663477622,6.353803795838691e-07
16709,43274,U,18033D,20122.03959609,5.3e-06,+00000-0,+14541-3,0,999,9,2.9254,20.5285,0.7226102,103.9673,338.9849,2.34509252,1764,9,36842.896074735676,23929.276599675715,0.3501724702958794,0.17318459049885845,5.422190141455251e-07
16722,43287,U,18035B,20122.45022472,0.00011472,00000-0,67248-3,0,999,9,18.9852,253.8976,0.6069045,179.1855,182.7412,3.99160424,2970,6,21645.43246401602,16785.64010024343,0.48055947146332023,0.1790465714987595,1.921890099838865e-07
16739,43306,U,83044GT,20121.09082961,0.00182703,+00000-0,+25078-2,0,999,1,64.9888,157.4033,0.0039984,322.425,37.4102,15.55546787,15259,7,5554.31702357404,6778.196766347786,1.0744056601256207,0.003996406769556911,2.6931558621171842e-05
16740,43307,U,83044GU,20122.47263476,0.00109132,00000-0,17671-2,0,999,2,65.0007,151.9362,0.004241600000000001,318.2209,41.5698,15.5119051,14525,4,5569.915458031006,6790.881174032239,1.0750825334330947,0.00386733962667785,2.7767217958057188e-05
16796,43371,U,02003F,20120.45048763,5.64e-05,00000-0,31364-2,0,999,9,28.8724,177.4656,0.5601480999999999,151.5404,256.0866,4.57223419,9873,9,18896.669857586625,15332.650848413748,0.6131198411478115,0.07587207410894838,4.465663845813142e-07
16798,43373,U,03061C,20121.35201681,1.777e-05,+00000-0,+29721-3,0,999,8,18.8389,115.5452,0.6340583000000001,107.3436,327.6368,3.55511148,14757,7,24303.03535797983,18132.90591748472,0.4819041044598452,0.16328014173370725,1.896344128810514e-07
16802,43377,U,07052AD,20119.6146766,6.86e-06,00000-0,65687-3,0,999,2,64.4795,336.8322,0.5778036,359.6574,0.1449,4.27685325,6485,6,20201.768671861722,16030.730937021142,1.2229664963957487,0.043059718503344516,7.855422463767148e-07
16803,43379,U,07052AF,20111.24455157,0.00213718,00000-0,19288-1,0,999,9,63.9354,313.0486,0.5538006999999999,20.1992,355.1614,4.79067433,8778,2,18035.039338606013,14862.95370407327,1.2084932427521746,0.15436706011234833,2.436582621784298e-07
16805,43382,U,08030E,20122.14204629,-2.88e-06,+00000-0,+11974-4,0,999,1,1.9352,322.4,0.7107846999999999,7.0044,359.2474,2.46056611,5744,7,35113.87060435454,23174.633004122104,0.32838427046642554,0.12654493944569728,1.1034886699679498e-06
16862,43451,U,18041B,20122.46781543,0.00027127,-17576-5,10329-2,0,999,4,26.811,221.343,0.74598,214.7088,59.6042,2.09634544,1492,4,41214.58150523131,25786.614353170426,0.6470074916921633,0.2236759453771315,7.845943458923868e-08
16870,43464,U,18044B,20122.00465215,3.618e-05,00000-0,10774-2,0,999,7,19.0506,78.8234,0.7258146,342.8404,1.7982,2.30883385,1660,4,37421.488774517056,24179.15411281536,0.5134732870321833,0.17849907602540915,1.187507274487653e-07
16887,43492,U,18050B,20121.43462673,1.391e-05,+00000-0,+59683-3,0,999,5,23.9446,188.7704,0.7305206999999999,254.9884,20.4148,2.23679509,1555,9,38626.69423152212,24695.553071350212,0.5856987544497746,0.1632359451878715,1.1540688559124305e-07
16931,43563,U,18059B,20121.91029271,0.00022154,+00000-0,+85514-3,0,999,1,27.0692,352.055,0.5646876999999999,73.9156,338.8892,4.65859337,2977,9,18546.370790030982,15142.573413518337,0.5963242181816694,0.1756541095826564,2.0282439406272072e-07
16952,43588,U,18064B,20122.15584426,0.00427364,-13543-5,+31718-3,0,999,0,26.9489,29.2689,0.3240996,266.5473,56.5472,9.15653299,3841,4,9435.88584176553,9650.478505010353,0.5340487317444943,0.15328892121957088,4.1080087704624514e-07
16965,43606,U,10007AH,20120.43820992,1.055e-05,00000-0,37550-3,0,999,3,65.1542,275.9899,0.5825095,5.2355,358.8283,4.26301711,2945,9,20267.335966662355,16065.398657543246,1.2355184155785928,0.1109067305322733,3.0542564020914997e-07
16966,43607,U,10007AJ,20121.61420311,0.00112342,00000-0,47096-2,0,999,3,65.1708,239.4042,0.5464608,357.092,0.6932,4.94566583,3139,8,17469.8418716252,14550.783481768729,1.2262386435455714,0.16922224519418136,2.3045236594219382e-07
16971,43612,U,18069B,20122.19525098,6.245e-05,+00000-0,+58598-3,0,999,1,27.1127,85.1452,0.569742,333.5747,6.0767,4.53903983,2705,2,19034.862710160443,15407.3126297007,0.595296822937072,0.15804547853845294,2.1893346174423962e-07
16982,43624,U,18072C,20122.37112581,4.492e-05,00000-0,45751-3,0,999,6,54.992,182.1608,0.5694736,359.7415,0.1351,4.5411223,2650,5,19026.133693866825,15402.60194116873,1.0668687111946737,0.15690253465850634,2.2000780443173904e-07
16990,43634,U,18074C,20122.4849456,7.65e-06,00000-0,32125-3,0,999,1,6.1779,293.8229,0.726474,293.9164,8.6865,2.30072921,1339,6,37553.31119562741,24235.903792329227,0.36970666615995396,0.17883182803715483,2.5793929533232377e-07
16991,43635,U,18074D,20121.78381146,0.0001206,+00000-0,+29811-2,0,999,7,6.3374,278.2057,0.710415,322.6416,4.6024,2.50698926,1398,3,34463.64983629806,22887.652012165694,0.3650660531230213,0.17753318191308068,2.7255724323852676e-07
16993,43637,U,18075B,20122.24348746,0.00037551,+28175-5,+24977-3,0,999,0,98.2312,259.6103,0.0284112,206.6276,152.0138,15.37031818,8819,6,5621.2239062444705,6832.521161488845,1.5149855237510221,0.027417589899739556,5.00812444752596e-06
17005,43649,U,18078C,20121.74614684,6.311e-05,+00000-0,+69542-3,0,999,6,54.9524,71.2674,0.5653264,355.2183,1.057,4.59916811,2550,1,18786.00606317041,15272.730951431162,1.0649646173452154,0.15237418311121165,2.2914339105645135e-07
17012,43658,U,18082B,20122.44237875,0.00114488,54895-5,17765-3,0,999,3,67.1053,141.2885,0.0179782,279.9281,78.1646,15.80497203,8501,6,5466.634160187121,6706.6720404027865,1.1024631857915683,0.014307448598241877,7.715206237998166e-06
17164,43825,U,18100C,20121.17196719,8.049e-05,00000-0,74484-3,0,999,0,4.1833,346.2575,0.7244686,256.8578,19.8307,2.35116116,1193,1,36747.79996791032,23888.082568851307,0.36768476671553607,0.20465707208526202,3.3793778195388824e-07
17165,43826,U,18100D,20122.29458296,0.00015402,00000-0,17592-2,0,999,3,3.9828,312.4539,0.6827038000000001,324.4086,5.0618,2.89088965,1339,4,29886.99343816185,20813.664408190478,0.346107601457634,0.18711426191839525,4.4929918411761893e-07
17203,43875,U,18110B,20122.09926751,0.00012994,-31479-6,+65289-3,0,999,3,27.795,153.5681,0.7220145,129.4345,320.1239,2.39245049,1157,9,36113.59999345274,23612.44275013853,0.6544726615841411,0.21337050474838593,9.184209801034281e-08
17336,44036,U,19007C,20121.90335182,4.254e-05,+00000-0,+11025-2,0,999,7,3.3012,66.9311,0.7187416999999999,218.5482,57.1175,2.39906533,1054,5,36014.02551217728,23569.019062279807,0.3519062749587702,0.1779616019104182,4.807837851467987e-07
17337,44037,U,19007D,20122.10087498,7.73e-06,+00000-0,+17662-3,0,999,1,2.9501,76.5548,0.7280661,202.52,92.6625,2.28139446,1026,1,37871.57438788556,24372.643475475947,0.35451743844333294,0.17986254424193399,5.09907008744324e-07
17347,44050,U,19009C,20120.1474907,-3.38e-06,00000-0,37218-3,0,999,8,26.4183,299.4232,0.830923,297.1368,3.614,1.0942822,467,0,78955.86714286314,39775.593398565106,0.6446680928008709,0.11486210606201555,8.056038202601959e-08
17360,44068,U,19012B,20122.17883776,0.00032624,+71325-6,+92469-3,0,999,3,24.0766,262.8459,0.7109659,75.8868,348.2152,2.54525941,895,8,33945.459413899196,22657.649603367805,0.5943266175590498,0.2189378557317394,9.88410266110016e-08
17364,44074,U,19016B,20122.13902571,0.00012548,00000-0,18639-3,0,999,1,39.5208,152.9636,0.0011567,199.1501,160.8984,15.54733717,6197,8,5557.221732266581,6780.5597297031445,0.6762147231202918,0.0011337270046707236,8.504452462515752e-05
17366,44077,U,19017B,20122.74826791,0.00023404,80166-6,13444-2,0,999,9,26.6896,262.9787,0.7055600000000001,86.9264,344.664,2.60401454,965,3,33179.538237140565,22315.534190703067,0.6314479190939477,0.20759685261844116,1.0291486049012024e-07
17404,44134,U,19006V,20122.47132937,0.0005558,14790-5,65555-3,0,999,3,96.0432,294.1902,0.050616900000000006,138.5313,225.5497,14.79989311,5808,7,5837.88000074279,7006.973981504586,1.4987757130453372,0.03942191905590805,3.3021255304694127e-06
17405,44147,U,19006AJ,20122.08969828,0.00319122,24626-4,17192-2,0,999,7,95.6986,280.982,0.0282875,127.4685,235.2659,15.40703487,5798,9,5607.827899983197,6821.661736552033,1.4850551917416515,0.027674201863496374,4.849021214369635e-06
17406,44160,U,19006AX,20122.44766932,0.00570731,62263-4,46853-2,0,999,3,95.2597,243.4501,0.0427102,183.589,176.2256,15.03294322,5634,1,5747.37752518432,6934.367900932497,1.4858215842335547,0.03677577655556592,3.5595675764397235e-06
17410,44205,U,19023B,20122.19430129,0.00018903,64708-6,88517-3,0,999,0,28.1522,272.5565,0.7065255,68.2089,349.7809,2.5951478,928,2,33292.90146788557,22366.335031888248,0.6558579338496264,0.21100086772615853,9.97772389419301e-08
17423,44232,U,19027B,20121.95893464,0.00021539,+00000-0,+19873-2,0,999,8,19.5638,324.8302,0.7190943000000001,85.6977,345.9659,2.41944344,837,0,35710.6922077914,23436.49028508925,0.5251212319088503,0.2030941828286606,1.0902723887524136e-07
17427,44236,U,19029B,20122.91667824,-0.00023262,00000-0,-30000-3,0,999,3,53.004,34.9262,0.0011764000000000002,65.1582,80.4049,15.57821048,5354,8,5546.208283096712,6771.598172827544,0.8922143554001694,0.00043463734263628407,0.0002336706668134089
17434,44243,U,19029J,20122.91667824,-8.711e-05,00000-0,-10917-3,0,999,8,53.0026,337.3806,0.001153,63.1394,343.9427,15.57524824,5322,8,5547.263110587829,6772.456734346849,0.8922208643030861,0.000628939469250968,0.00016145479909088626
17463,44273,U,19029AQ,20121.97898601,0.00035763,+00000-0,+50844-3,0,999,3,52.9982,332.9361,0.00037719999999999995,273.1762,86.8816,15.56055607,5320,8,5552.500798257141,6776.719068485418,0.8922924380515873,0.00017024001736814232,0.0005960027428435303
17476,44286,U,19029BD,20122.58335648,0.00040675,00000-0,54262-3,0,999,8,53.0056,33.5201,0.0011039,93.5362,33.8076,15.57649568,5347,3,5546.818859323819,6772.095149115324,0.8922557189629232,0.00042287338052604594,0.0002401508206124839
17491,44301,U,87043J,20122.45090422,0.00021959,00000-0,99808-3,0,999,0,63.2859,141.5743,0.0631919,73.6521,293.3042,14.24552688,4774,5,6065.061736768839,7187.5996636816335,1.064387726968274,0.028415455303853403,3.4862731301337754e-06
17492,44303,U,98067QA,20122.2091293,3.52e-05,+00000-0,+60655-4,0,999,3,51.6408,214.4487,0.0005497999999999999,148.713,211.4189,15.54007934,5241,6,5559.817174009358,6782.670757962059,0.8712211364152965,9.690936701432573e-05,0.0010397780465418182
