,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis
13329,38494, U, 99025ESD,20120.84718402,1.483e-05, 00000-0, 72904-3,0,999,3,98.4366,261.1675,489653,203.1881,154.6485,13.70665535,47972,5,6303.5071499043715,7374.771390893463
13330,38495, U, 99025ESE,20120.51168161,-2e-07, +00000-0, +21538-4,0,999,4,99.237,218.3677,270939,37.9659,324.0247,13.59400248,33146,9,6355.7440221976485,7415.458251046395
13331,38497, U, 99025ESG,20120.9037031,1.431e-05, 00000-0, 38973-3,0,999,6,98.6877,164.4611,73363,47.254,313.4794,14.47476012,53971,7,5969.010835669725,7111.512437330569
13332,38498, U, 99025ESH,20120.84794245,2.36e-06, 00000-0, 47940-3,0,999,3,99.7228,340.1958,572279,33.7008,329.9145,12.92667906,49702,7,6683.851250500529,7668.520444996142
13333,38499, U, 99025ESJ,20120.30322196,9.48e-06, 00000-0, 95548-3,0,999,4,98.4141,245.2657,244926,235.5339,122.2452,13.67170593,47830,2,6319.621007237391,7387.334285162899
13334,38500, U, 99025ESK,20120.46749517,4.59e-06, +00000-0, +47102-3,0,999,4,98.6522,14.433,227601,329.1439,29.6496,13.70177678,27592,2,6305.751537721373,7376.521830725339
13335,38502, U, 99025ESM,20121.22833515,5.64e-06, +00000-0, +34039-3,0,999,5,99.1801,254.642,40850,36.2768,81.4184,14.10504777,32683,4,6125.4666704329775,7235.24402321049
13336,38503, U, 99025ESN,20121.09139765,9.53e-06, +00000-0, +19543-3,0,999,2,99.4826,57.5996,116703,32.827,328.0106,14.59493139,33589,6,5919.86338895698,7072.4223115436025
13337,38504, U, 99025ESP,20120.10612916,1.852e-05, 00000-0, 10750-2,0,999,7,98.0386,237.2707,216720,207.079,151.8939,13.98673694,56030,3,6177.280688886682,7275.987643212912
13338,38505, U, 99025ESQ,20120.03064876,1.396e-05, +00000-0, +84297-3,0,999,7,98.3531,52.6695,180413,296.72,61.56,14.00344212,56126,7,6169.9116017055385,7270.199977521887
13339,38506, U, 99025ESR,20117.54295253,1.099e-05, 00000-0, 63339-3,0,999,9,98.9981,39.2404,185317,306.798,51.6305,14.03021293,48369,3,6158.138898609003,7260.948937615511
13340,38508, U, 99025EST,20122.11119758,1.411e-05, 00000-0, 29146-3,0,999,1,98.702,235.6468,179127,106.0507,256.0495,14.52470162,57607,0,5948.4870849966555,7095.201674763828
13341,38510, U, 99025ESV,20120.87975496,2.73e-06, 00000-0, 17602-3,0,999,3,98.7899,173.7167,105239,211.6385,147.8431,14.0832623,59741,0,6134.942185945085,7242.703591320408
13342,38512, U, 99025ESX,20120.79453566,4.6e-06, +00000-0, +47980-3,0,999,5,98.3925,238.5416,242477,199.2237,159.9641,13.67538248,31465,6,6317.922012518366,7386.010196859655
13343,38513, U, 99025ESY,20121.49117984,8.42e-06, 00000-0, 13552-3,0,999,7,97.6377,210.8558,419582,98.5854,266.3095,14.28568848,65097,0,6048.010925126936,7174.122262744069
13344,38514, U, 99025ESZ,20118.51721202,8.46e-06, 00000-0, 55566-3,0,999,6,98.0559,52.0705,415574,295.3362,60.5297,13.69171329,62310,7,6310.386302282846,7380.1359127807755
13345,38516, U, 99025ETB,20121.78037761,1e-07, +00000-0, +18177-4,0,999,2,98.3942,143.7308,115108,98.8192,262.6046,14.32092901,55491,0,6033.128153883642,7162.348181474344
13346,38517, U, 99025ETC,20115.05031305,1.164e-05, +00000-0, +29670-3,0,999,4,98.5966,206.6229,116775,295.5979,63.3182,14.48651466,31843,6,5964.167505284533,7107.665003211266
13347,38518, U, 99025ETD,20122.08986977,1.109e-05, 00000-0, 37133-3,0,999,2,99.1951,80.3841,33722,65.3224,295.1467,14.39240876,53769,2,6003.164684991896,7138.6140227022215
13348,38519, U, 99025ETE,20119.03973871,6.09e-06, 00000-0, 57507-3,0,999,4,99.442,59.6951,191512,57.214,304.7301,13.77208799,56386,8,6273.5585237863415,7351.393978104998
13349,38521, U, 63038Q,20121.82276947,4e-07, +00000-0, +52728-4,0,999,2,90.045,331.5892,38706,280.0886,93.2514,13.45010937,33458,6,6423.73958629007,7468.252853655685
13350,38522, U, 63038R,20120.03134321,5.345e-05, +00000-0, +37164-2,0,999,2,90.0981,341.5753,81703,7.7372,352.5044,13.97063145,82969,8,6184.401922648958,7281.578459115741
13351,38524, U, 64083N,20121.95347278,0.00014823, +00000-0, +22727-2,0,999,4,89.8205,116.3521,31266,253.3028,106.4759,14.73253387,32606,8,5864.571618324065,7028.315660260774
13352,38525, U, 64083P,20122.53002059,0.00015287, 00000-0, 23259-2,0,999,1,89.8291,119.1262,49835,231.0782,249.9336,14.73066065,88039,8,5865.317384797674,7028.911483388098
13353,38526, U, 64083Q,20122.08984072,9.525e-05, 00000-0, 23914-2,0,999,2,89.8836,150.6958,86369,147.6437,213.0109,14.48996482,79217,3,5962.747396097542,7106.536702576495
13354,38527, U, 64083R,20122.04024872,9.098e-05, +00000-0, +24576-2,0,999,2,89.8783,147.9531,63393,172.1956,217.8522,14.46574365,59707,5,5972.731308562902,7114.467191720724
13355,38529, U, 12034B,20121.89712853,-2.16e-06, 00000-0, 00000+0,0,999,5,1.9719,65.7855,174104,131.5301,229.8291,1.03151933,352,2,83759.94272448582,41373.09180412379
13356,38530, U, 67048H,20122.3322191,3.605e-05, 00000-0, 30664-2,0,999,7,89.6304,67.2162,65734,75.4605,76.869,13.861128,45481,5,6233.258938233597,7319.877976644016
13357,38531, U, 71046C,20120.60380994,9.5e-07, 00000-0, 12348-3,0,999,7,74.0181,244.7063,15610,342.9399,17.1193,13.74771298,85642,7,6284.681686742634,7360.08087229391
13358,38532, U, 75064E,20121.91797054,8.59e-06, +00000-0, +35543-3,0,999,6,81.2582,338.5787,25855,290.5843,69.2563,14.25754301,35178,3,6059.950156867877,7183.560666312208
13359,38533, U, 77024D,20100.29831415,1.437e-05, 00000-0, 57289-3,0,999,7,81.2387,101.2885,40156,99.5681,261.0041,14.27676173,47498,2,6051.792530686158,7177.11243307134
13360,38534, U, 79095CB,20118.92576376,5.11e-06, +00000-0, +23545-3,0,999,9,81.2233,210.4858,24800,330.8452,29.1338,14.19598758,29730,5,6086.226795642209,7204.3115165166555
13361,38535, U, 79095CC,20119.84028107,1.538e-05, 00000-0, 61414-3,0,999,3,81.1953,172.7051,11464,200.0739,159.9992,14.28055617,59182,1,6050.184528632402,7175.84103867452
13362,38536, U, 83109D,20121.3388002,1.373e-05, +00000-0, +30791-3,0,999,3,81.1525,343.078,55916,256.461,103.0352,14.5518118,59680,0,5937.4049903531595,7086.3866455249645
13363,38537, U, 83109E,20122.38242953,1.602e-05, 00000-0, 38341-3,0,999,1,81.1519,0.5383,67831,314.8087,44.7602,14.51800083,68443,6,5951.232611962869,7097.384702599542
13364,38540, U, 88005AT,20121.24836543,8.74e-06, +00000-0, +45546-3,0,999,8,82.5202,111.4629,14609,297.5982,62.3711,14.13532524,83101,0,6112.346092717142,7224.908538184283
13365,38541, U, 88005AU,20121.12618933,1.561e-05, 00000-0, 11239-2,0,999,2,82.5289,266.9306,7107,167.3922,192.7424,13.96250585,59272,2,6188.000988375594,7284.403236522581
13366,38542, U, 88005AV,20117.71281597,5.12e-06, 00000-0, 38426-3,0,999,8,82.5275,282.8056,23520,213.5751,146.3925,13.92705256,42001,7,6203.753423617437,7296.760319346246
13367,38543, U, 88005AW,20120.28000776,1.294e-05, 00000-0, 61129-3,0,999,7,82.5335,114.9498,11922,346.2824,13.803,14.19112924,79490,9,6088.310418346948,7205.955689080318
13368,38546, U, 91032F,20122.04855554,1.8e-06, 00000-0, 80386-4,0,999,2,98.399,151.7516,13297,109.36,304.5935,14.3348288,43820,0,6027.278121382238,7157.717444550422
13369,38547, U, 91032G,20121.83697406,3.3e-07, +00000-0, +29694-4,0,999,1,98.444,141.0131,6245,102.9126,257.2754,14.28987547,44338,6,6046.238834018335,7172.720830179623
13370,38549, U, 68014C,20103.06927503,0.00034978, 45244-6, 21054-3,0,999,7,49.0147,30.506,4857619,262.4707,42.0592,6.04399383,12013,2,14295.183355605775,12729.760001705888
13371,38551, U, 12035A,20122.44403428,-8e-07, 00000-0, 00000+0,0,999,7,0.0177,241.4557,2095,159.9672,231.1636,1.00270914,2868,2,86166.56271827739,42161.84185471222
13372,38552, U, 12035B,20122.17983292,5.6e-07, +00000-0, +00000-0,0,999,3,0.9958,9.0623,770,359.7787,284.6149,1.00270459,2844,6,86166.9537186421,42161.96940057653
13373,38553, U, 12035C,20121.8884424,4.41e-06, +00000-0, +33817-3,0,999,3,6.2283,285.9143,7178627,83.2832,346.6921,2.39899884,6720,9,36015.02366712274,23569.45454862033
13374,38554, U, 12035D,20121.87478601,7.547e-05, +00000-0, +16243-2,0,999,4,5.9678,74.6593,6746384,147.8483,281.9792,2.9811088,7664,7,28982.50476467011,20391.58604982001
13375,38559, U, 06006CZ,20121.17873889,1.41e-06, 00000-0, 33315-3,0,999,3,52.0319,116.426,5068640,87.314,357.3298,5.21701844,19180,2,16561.183556023618,14041.75235908062
13376,38565, U, 08011L,20121.67395732,-2.74e-06, +00000-0, -19061-2,0,999,9,49.305,345.7308,6493889,330.4984,5.0,3.10164524,11439,7,27856.18383616303,19859.797183870895
13377,38566, U, 08011M,20122.2625496,-7.117e-05, 00000-0, -98533-1,0,999,6,48.41,31.185,5410929,275.1409,28.3161,4.44380055,12318,2,19442.81680238777,15626.672789860337
13378,38567, U, 08011N,20122.15123663,2e-07, 00000-0, 00000+0,0,999,4,49.1159,244.4027,6314409,93.4806,354.297,2.94741085,9867,0,29313.863725513533,20546.716978945155
13379,38569, U, 08011Q,20121.27100597,-2.385e-05, 00000-0, -23557+0,0,999,9,49.4633,164.2653,6290186,175.5502,195.2317,3.01909897,10055,1,28617.809769912907,20220.163239991365
13380,38571, U, 08011S,20118.5089875,4.7e-07, 00000-0, 00000+0,0,999,8,49.217,209.4859,6297455,113.1006,358.1271,2.98567933,8803,4,28938.137840810923,20370.770206262478
13381,38572, U, 08011T,20120.02439371,3e-08, +00000-0, +00000-0,0,999,2,48.8121,121.9763,6345588,231.5797,52.4919,3.03163438,10316,5,28499.47888504946,20164.386277767226
13382,38573, U, 08011U,20122.37877238,-1e-08, 00000-0, 00000+0,0,999,9,49.0287,160.0734,6251410,184.3056,154.5455,3.01996987,10021,0,28609.556955612934,20216.275654481982
13383,38575, U, 08011W,20121.97488685,2.44e-06, 00000-0, 20741-2,0,999,5,48.6421,302.2716,6366312,18.3624,356.838,3.24391279,10395,8,26634.501478074566,19274.81022067455
13384,38576, U, 08011X,20121.70901533,-1.31e-06, +00000-0, -51707-3,0,999,3,49.0672,278.698,6477959,24.3235,355.9146,3.22056451,10882,5,26827.594892673023,19367.85635954235
13385,38577, U, 08011Y,20121.23154179,9.21e-06, +00000-0, +99238-2,0,999,3,49.1877,53.2833,6551721,270.3041,321.1151,2.99589158,10205,4,28839.4949192387,20324.45127030564
13386,38578, U, 08011Z,20121.3955028,7.36e-06, +00000-0, +98528-2,0,999,9,47.8431,47.5551,6529702,357.1994,0.4243,3.0176057,9805,0,28631.971367233302,20226.833356729345
13387,38579, U, 08011AA,20121.35006656,5.92e-06, 00000-0, 17684-1,0,999,2,48.9316,93.1703,6457835,247.9996,282.0477,2.99342056,9835,7,28863.301453371452,20335.634734732343
13388,38580, U, 08011AB,20122.15662422,-3.1e-07, 00000-0, 00000+0,0,999,3,48.474,160.7713,6470973,212.7283,81.7605,2.93293747,9700,8,29458.5209823788,20614.257092197124
13389,38581, U, 08011AC,20117.26846801,3.31e-06, 00000-0, 13267-2,0,999,9,49.2856,35.9231,5989306,228.1069,62.5596,3.85162617,12025,4,22432.08353732834,17189.904798204192
13390,38583, U, 08011AE,20120.98678712,-1.43e-06, +00000-0, -70266-3,0,999,4,49.3843,317.5386,6506286,346.3782,2.206,3.12723354,10331,7,27628.253181244658,19751.31493277587
13391,38585, U, 08011AG,20120.48964136,3.69e-06, 00000-0, 14367-3,0,999,7,48.9819,243.0816,6514752,52.6405,350.5075,3.23929262,10590,4,26672.48999567072,19293.13351006365
13392,38586, U, 08011AH,20122.40143586,-1.108e-05, 00000-0, -88752-1,0,999,1,49.1791,250.1829,6414664,78.0634,342.884,2.92047855,9663,4,29584.19263171784,20672.843179263684
13393,38588, U, 08011AK,20122.32663159,1.34e-05, 00000-0, 33409-1,0,999,2,49.7343,136.931,6438159,142.608,287.2408,3.03475211,9736,6,28470.20015746855,20150.5734238642
13394,38589, U, 08011AL,20119.37034817,-4.5e-07, 00000-0, 00000+0,0,999,8,48.4696,165.6391,6337652,206.1115,99.201,2.95266686,9716,5,29261.6824371443,20522.32641494452
13395,38590, U, 08011AM,20121.66782993,-5.935e-05, 00000-0, -37379+0,0,999,3,48.9075,236.8784,6472047,112.1177,325.6656,2.88323183,9443,9,29966.372839328702,20850.501964814215
13396,38592, U, 08011AP,20121.88846503,-5.78e-06, +00000-0, -26985-2,0,999,9,49.0319,343.7092,6490234,358.0811,189.9659,3.1362256,10091,3,27549.038564062485,19713.54341795259
13397,38594, U, 08011AR,20115.16987701,-1.259e-05, 00000-0, -28946-1,0,999,6,49.2075,89.7539,6505278,238.4253,317.3461,2.97113266,9970,6,29079.819007475755,20437.206282462317
13398,38597, U, 08011AU,20120.61853954,-7.13e-06, 00000-0, -32897-2,0,999,2,48.8249,254.1812,6298467,36.3132,353.2072,3.40679269,10991,0,25361.09703816465,18655.451010140965
13399,38599, U, 08011AW,20122.20408837,-4.76e-06, 00000-0, -13033-2,0,999,4,49.5103,166.2636,6731324,194.8295,126.388,2.85773895,9509,7,30233.692269197647,20974.318308602247
13400,38600, U, 08011AX,20121.66299614,-8e-07, +00000-0, -30561-3,0,999,4,49.1119,311.8342,6527911,5.7064,359.1183,3.12835593,10435,1,27618.34073017388,19746.590405540443
13401,38601, U, 08011AY,20122.11813979,8.596e-05, 00000-0, 11441-2,0,999,5,48.0127,195.288,5741341,141.0222,279.1534,4.45370802,13056,1,19399.565398541778,15603.489373713275
13402,38602, U, 08011AZ,20120.05462308,2.29e-05, 00000-0, 19982-2,0,999,6,48.6891,278.791,6542211,49.0423,351.4456,3.19382695,10983,9,27052.185779821288,19475.79987348317
13403,38604, U, 08011BB,20119.98306443,-1.13e-06, +00000-0, -75326-3,0,999,4,49.3247,5.5728,6478488,309.7408,9.1563,3.09025605,8228,9,27958.848264369546,19908.563001530918
13404,38606, U, 08011BD,20121.64754025,-5.22e-06, +00000-0, -50843-3,0,999,6,48.7279,325.6652,6610013,22.0161,356.6492,3.07236933,10487,1,28121.61908932999,19985.757336379
13405,38607, U, 08011BE,20119.27104414,2.51e-06, +00000-0, +14638-1,0,999,1,49.7418,95.2319,6327150,204.3679,321.62,3.05919907,10334,1,28242.686410074,20043.077157759682
13406,38608, U, 08011BF,20121.53652735,4.41e-05, +00000-0, +29244-2,0,999,9,48.4155,84.1687,4691639,187.5959,161.6673,5.98518361,14966,2,14435.647363540113,12813.012172388206
13407,38609, U, 08011BG,20121.84053826,0.00022103, +00000-0, +15028-1,0,999,3,48.2817,280.2654,6472905,73.7311,344.7591,3.30187576,10758,4,26166.944573347602,19048.571192195475
13408,38610, U, 08011BH,20122.41946536,-4.31e-06, 00000-0, -21722-1,0,999,8,49.1496,89.2185,6354071,241.8044,267.7824,3.05970843,10347,5,28237.984754645397,20040.852670188615
13409,38613, U, 08011BL,20121.76270892,-1.86e-05, 00000-0, -61243-2,0,999,3,48.537,226.2412,6358638,100.7135,12.3495,3.35000738,9864,5,25790.98795895787,18865.67643245874
13410,38617, U, 08011BQ,20119.72778299,-3.92e-06, +00000-0, -22038-2,0,999,2,49.1863,279.0049,6415289,16.2709,357.1931,3.23647179,10199,0,26695.737088442227,19304.342165829286
13411,38619, U, 08011BS,20121.52056556,-1.08e-05, +00000-0, -56760-1,0,999,3,49.1373,94.4617,6345009,238.1727,343.8461,3.05793935,9754,2,28254.321002148063,20048.581285223954
13412,38622, U, 08011BV,20118.89933729,-1.75e-06, +00000-0, -84812-3,0,999,4,49.3516,348.8633,6503007,325.2293,5.9381,3.09385783,9590,8,27926.299380084958,19893.108685645988
13413,38624, U, 08011BX,20121.55036443,6.4e-06, +00000-0, +14748-2,0,999,5,48.8272,315.7062,6544684,21.636,356.5847,3.1390477,9683,3,27524.271134841314,19701.726260737967
13414,38625, U, 08011BY,20122.46295367,-3.8e-07, 00000-0, -25568-3,0,999,5,48.8116,263.771,6483433,47.2103,351.5789,3.24074534,83127,9,26660.533591942152,19287.367425956592
13415,38629, U, 08011CC,20102.61676089,2.73e-06, 00000-0, 37927-2,0,999,8,50.6623,57.6869,5699479,106.2244,17.1971,4.0864556,11719,4,21143.0169460302,16524.882025346924
13416,38636, U, 08011CK,20121.65316193,-3.41e-06, +00000-0, -22733-2,0,999,5,49.4298,341.9484,6498105,323.9145,6.1756,3.10497634,10228,2,27826.29899202388,19845.590568941574
13417,38640, U, 08011CP,20120.21282051,-2.35e-06, +00000-0, -37603-2,0,999,0,48.8215,73.7794,6498393,273.1022,314.1785,3.01849718,9986,9,28623.515228859687,20222.85064523965
13418,38645, U, 08011CU,20120.38872105,-2.96e-06, 00000-0, -74488-2,0,999,7,49.0245,71.7804,6418878,261.7909,273.6425,3.06570274,10545,3,28182.7715625162,20014.720485356243
13419,38646, U, 08011CV,20122.24103907,5.5e-07, +00000-0, +12164-2,0,999,6,49.153,86.2055,6363794,244.517,322.647,3.05944897,8073,9,28240.37950860151,20041.9857121605
13420,38647, U, 08011CW,20122.43445174,6.1e-06, 00000-0, 39494-1,0,999,4,49.1421,110.0384,6311250,225.0273,349.4367,3.05308204,10643,2,28299.27229862451,20069.839884367335
13421,38648, U, 08011CX,20121.67290656,-4.6e-07, +00000-0, -25055-3,0,999,8,49.1847,30.4491,6537231,292.109,14.5751,3.03159395,10600,3,28499.85896033339,20164.56555514597
13422,38649, U, 08011CY,20121.8064267,1.156e-05, 00000-0, 63077-2,0,999,7,48.5795,307.8726,6387701,19.2222,359.1497,3.26612227,11134,2,26453.3881029506,19187.332347983356
13423,38650, U, 08011CZ,20120.25981462,7.11e-06, +00000-0, +23736-1,0,999,5,49.1237,74.5837,6387742,255.9391,276.4621,3.06648055,10620,9,28175.623028164973,20011.33586517444
13424,38651, U, 08011DA,20122.34033603,9.35e-06, 00000-0, 36147-1,0,999,1,49.1211,83.2786,6373464,248.4425,344.1288,3.06049686,10640,2,28230.710225267147,20037.410639108417
13425,38652, U, 12036A,20122.20772657,2.9e-07, 00000-0, 00000+0,0,999,9,0.0526,86.4005,1856,304.1274,268.8319,1.00270346,2862,1,86167.05082477725,42162.001076951696
13426,38653, U, 12036B,20120.99761383,-8.1e-07, +00000-0, +00000-0,0,999,8,23.7243,21.4446,6097574,251.4841,36.1451,2.17148598,6193,6,39788.421751633876,25188.262127033275
13427,38654, U, 12036C,20122.15256013,1.028e-05, +00000-0, +16141-3,0,999,5,49.5935,127.8861,5180599,97.7279,321.4753,5.3297099,15068,3,16211.013661362693,13843.115536092084
13428,38655, U, 88005AY,20120.62387958,8.51e-06, +00000-0, +53297-3,0,999,4,82.5365,235.7863,15726,17.3763,342.7943,14.0352331,34642,3,6155.936234504008,7259.217420411057
13429,38656, U, 88005AZ,20118.65129022,6.51e-06, 00000-0, 47240-3,0,999,0,82.514,262.307,20743,201.0913,158.94,13.94950951,57688,9,6193.766163467062,7288.9269744066605
13430,38657, U, 09072E,20121.0411219,4.1e-07, +00000-0, +19599-3,0,999,2,100.3168,213.4609,134199,192.1659,344.5381,13.22366593,49649,5,6533.740375578287,7553.269455070178
13431,38658, U, 09072F,20121.80465027,-4.45e-06, +00000-0, -11901-2,0,999,5,100.4603,64.9819,136992,25.7107,3.688,13.04935677,48604,7,6621.016002768081,7620.383373115253
13432,38659, U, 09072G,20121.15369308,4.4e-06, +00000-0, +14247-2,0,999,8,100.4176,91.5284,136097,49.9041,14.1329,13.05193925,49068,9,6619.705956722102,7619.3781515256605
13433,38660, U, 09072H,20122.02253684,1.17e-06, 00000-0, 56410-3,0,999,6,100.6319,46.858,155034,246.9342,176.3832,12.92358481,48108,8,6685.451542295408,7669.744428020014
13434,38661, U, 12029C,20122.49558873,-4e-07, 00000-0, 61292-5,0,999,4,100.2464,214.8238,125156,79.6397,281.8798,13.19216183,37844,6,6549.343550616526,7565.289943618057
13435,38662, U, 12029D,20122.10203793,-4e-07, 00000-0, 74129-5,0,999,4,100.3555,229.0345,131908,94.4274,267.1923,13.1905407,37834,8,6550.148471169191,7565.909785142519
13436,38663, U, 12029E,20121.31887582,1.81e-06, +00000-0, +62325-3,0,999,9,100.0703,154.0894,138902,180.6082,179.4879,13.0832044,31710,0,6603.886735882535,7607.2345423327015
13437,38664, U, 12029F,20122.32132782,1.9e-07, 00000-0, 15857-3,0,999,5,99.9978,153.9312,138528,125.2018,236.2155,13.12079552,37882,7,6584.966579831283,7592.69776172075
13438,38665, U, 71035E,20121.22822572,2.4e-07, 00000-0, 16776-4,0,999,7,74.0459,105.7136,29491,57.4827,302.917,14.36944952,85970,8,6012.756430212923,7146.215962639497
13439,38666, U, 71035F,20118.74763584,6e-08, 00000-0, 10707-4,0,999,6,74.0454,124.7349,26373,90.0142,270.4033,14.36561448,85436,9,6014.3615938105,7147.48774046073
13440,38667, U, 74071E,20121.24511639,2.2e-07, +00000-0, +16480-4,0,999,3,74.0486,113.0025,20056,122.0458,238.2646,14.35756292,35662,5,6017.73438023004,7150.159644659723
13441,38673, U, 86010H,20121.07621753,2.926e-05, 00000-0, 37073-2,0,999,0,30.6108,65.9061,6756666,308.2764,8.3439,2.89489348,14313,0,29845.657740746992,20794.468861306108
13442,38678, U, 09014D,20122.5077453,0.01200809, 47476-5, 30408-3,0,999,5,39.9719,195.2089,891194,25.6392,338.5927,14.32459615,25175,2,6031.583654803419,7161.125740760941
13443,38682, U, 79009E,20121.36002078,-6.4e-07, +00000-0, +00000-0,0,999,5,10.0979,62.8863,3624172,248.5732,69.4528,1.68509148,4797,7,51273.180729630185,29827.75511397536
13444,38683, U, 79009F,20119.98233197,-8.1e-07, 00000-0, 00000+0,0,999,7,9.4318,44.0385,3715032,291.47,33.3959,1.69471283,6108,1,50982.08880616075,29714.754452477955
13445,38684, U, 80018E,20121.33374062,-1e-06, +00000-0, +00000-0,0,999,2,7.1727,165.5775,4449911,50.0709,341.4712,1.77237436,5042,7,48748.166273405135,28840.26533102107
13446,38685, U, 80018F,20121.67663827,-8.3e-07, +00000-0, +00000-0,0,999,0,7.3643,203.9156,4370168,336.922,8.3989,1.76322164,5014,4,49001.21348329187,28939.983945076336
13447,38688, U, 79101X,20121.98611571,-1.1e-06, +00000-0, +00000-0,0,999,8,8.9387,318.8115,4924550,22.5116,353.3182,1.80515577,6541,3,47862.905482112496,28490.04278635035
13448,38690, U, 68081Q,20121.48791787,-1.84e-06, 00000-0, 00000+0,0,999,9,4.8695,312.6478,276890,358.0446,1.6945,0.99326525,5687,5,86985.82780380166,42428.66785027005
13449,38691, U, 68081R,20121.84716597,-2.27e-06, +00000-0, +00000-0,0,999,5,3.6159,311.0807,200777,323.739,34.6967,1.00703609,2882,4,85796.32930533802,42040.983508252626
13450,38692, U, 68081S,20120.8736365,-3.7e-06, +00000-0, +00000-0,0,999,5,4.8921,313.3326,336566,328.609,29.2617,0.9919911,1917,6,87097.55561315015,42464.99137566054
13451,38693, U, 68081T,20121.09697055,-1.87e-06, 00000-0, 00000+0,0,999,5,2.5465,305.0704,105761,287.9579,70.6019,1.02824128,4659,4,84026.97079035768,41460.977210474346
13452,38694, U, 68081U,20110.59302578,-1.4e-06, 00000-0, 00000+0,0,999,1,3.6465,297.3174,98835,152.8965,207.2775,1.03514029,4671,1,83466.94726760176,41276.55236989146
13453,38696, U, 68081W,20121.67971378,6.1e-07, 00000-0, 00000+0,0,999,5,4.4305,313.415,219448,317.4519,40.6845,0.99495641,4472,6,86837.97514305174,42380.57595560299
13454,38697, U, 68081X,20122.56242799,6.6e-07, 00000-0, 00000+0,0,999,8,3.1601,349.2117,836400,70.1,187.2835,1.01465563,5215,0,85152.0431616784,41830.24848150447
13455,38698, U, 68081Y,20121.47439557,-1.84e-06, 00000-0, 00000+0,0,999,0,1.8863,298.3029,178782,291.8444,65.9143,1.0439968,6244,4,82758.87435670302,41042.78088476167
13456,38699, U, 68081Z,20119.04077125,-2.17e-06, 00000-0, 00000+0,0,999,7,4.076,308.6981,101505,346.4772,11.391,1.00863805,3752,7,85660.06408344401,41996.45758275523
13457,38702, U, 68081AC,20111.29682765,-1.7e-07, 00000-0, 00000+0,0,999,1,4.5724,301.5196,215397,98.7128,263.459,1.02211551,4673,8,84530.56347809458,41626.46887137206
13458,38703, U, 68081AD,20122.13022254,-9.2e-07, 00000-0, 00000+0,0,999,1,2.5119,288.565,263735,178.846,180.9799,1.05421362,5244,7,81956.82389305499,40777.17567153724
13459,38704, U, 68081AE,20122.07243906,-2.89e-06, +00000-0, +00000-0,0,999,3,1.6156,319.0309,194350,296.1304,61.3526,1.02203953,5313,5,84536.84761097255,41628.53189654584
13460,38705, U, 68081AF,20121.37977823,-1.5e-06, +00000-0, +00000-0,0,999,5,2.5278,309.8258,279346,88.1822,274.7192,1.02065762,5221,5,84651.30549850792,41666.0984679137
13461,38707, U, 12039A,20122.53783888,1.4e-06, 00000-0, 98519-5,0,999,9,97.4598,42.029,1548,80.3136,37.7959,15.19155835,43138,7,5687.369130238045,6886.015670059637
13462,38708, U, 12039B,20122.52853185,3.23e-06, 00000-0, 18137-4,0,999,7,97.3817,30.1065,1288,94.9183,30.0143,15.19940059,43136,2,5684.434691249887,6883.646873472683
13463,38709, U, 12039C,20122.32368748,-3.1e-07, 00000-0, 73810-5,0,999,9,99.1123,153.8283,11505,124.5785,235.648,14.24016337,40414,0,6067.346122026969,7189.404340686755
13464,38710, U, 12039D,20122.20602967,2.284e-05, +00000-0, +41043-4,0,999,5,97.6065,146.9577,3399,31.8053,328.3403,15.51052906,43656,8,5570.409601489119,6791.28281027693
13465,38711, U, 12039E,20122.16679498,-3e-08, +00000-0, +19158-4,0,999,4,99.11,153.0333,12505,127.3753,232.8565,14.24291687,40417,2,6066.173157408873,7188.477720438517
13466,38714, U, 99025ETF,20120.95807236,2.386e-05, 00000-0, 54967-3,0,999,6,97.9227,26.5805,213318,294.6693,63.2419,14.43230252,49817,4,5986.570741589471,7125.452920304734
13467,38716, U, 99025ETH,20120.44849024,1.01e-06, 00000-0, 14095-3,0,999,4,98.4494,211.207,273043,34.6182,327.2406,13.60483305,52697,7,6350.684325376562,7411.522184150436
13468,38717, U, 99025ETJ,20119.68266382,6.66e-06, 00000-0, 42290-3,0,999,3,99.0694,76.5357,69507,350.2982,131.6297,14.0621899,48788,8,6144.1354877450485,7249.937317887825
13469,38718, U, 99025ETK,20122.07302243,8.01e-06, +00000-0, +70683-3,0,999,6,98.6443,71.7312,211522,91.4208,271.1185,13.77997811,60625,8,6269.966418691212,7348.587543201196
13470,38720, U, 99025ETM,20122.07800549,2.614e-05, +00000-0, +11790-2,0,999,8,99.1485,223.9465,52700,276.8535,82.6647,14.22385219,35588,8,6074.303841595249,7194.899582781549
13471,38721, U, 99025ETN,20121.44061979,7.01e-06, +00000-0, +36162-3,0,999,1,98.9147,199.6032,81368,130.3362,230.4956,14.1663282,55042,3,6098.969244549904,7214.363564763884
